study,site_id,country,region,subject_count,site_risk_category,cluster_id,cluster_name,prob_cluster_0,prob_cluster_1,prob_cluster_2
Study_16,Site 603,USA,AMERICA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999998009308,1.990692029074134e-10
Study_16,Site 604,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999822,1.9359058148505847e-14,6.5145576305696996e-24
Study_16,Site 605,USA,AMERICA,3,High,2,Cluster_2_Average,0.0,2.1690100599663275e-103,1.0
Study_16,Site 606,USA,AMERICA,6,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.999999999693129,3.068704346879454e-10
Study_16,Site 607,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,5.277172180238336e-15,5.080533784882101e-25
Study_16,Site 608,USA,AMERICA,6,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999975653626,2.434636898341787e-09
Study_16,Site 609,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.826438609456852e-15,5.1532340175568555e-25
Study_16,Site 610,USA,AMERICA,7,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999988489545,1.1510451220672127e-09
Study_16,Site 611,USA,AMERICA,12,Medium,1,Cluster_1_High_Risk_Elevated_DQI,1.934646895503912e-15,0.9999999996008189,3.9917929953136904e-10
Study_16,Site 612,USA,AMERICA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_16,Site 613,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.642642134128812e-15,6.8351181666376325e-25
Study_16,Site 614,USA,AMERICA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999537117,4.6288673932677657e-11
Study_16,Site 615,USA,AMERICA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,5.329003681153047e-31
Study_16,Site 616,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999787,2.1286272411126942e-14,1.5985002026724338e-23
Study_16,Site 617,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999991687,8.314814934089614e-13,1.140550398065286e-21
Study_16,Site 618,USA,AMERICA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,2.2316799426818802e-149
Study_16,Site 619,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.474184810373602e-15,7.388417200569718e-25
Study_16,Site 620,USA,AMERICA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.349586761355564e-72
Study_16,Site 621,USA,AMERICA,7,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999966022308,3.3977684536951575e-09
Study_16,Site 622,USA,AMERICA,3,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999883588195,1.1641179709089432e-08
Study_16,Site 623,CAN,AMERICA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,5.325912446804813e-142
Study_16,Site 624,CAN,AMERICA,11,Medium,2,Cluster_2_Average,0.0,0.00046231376149131787,0.9995376862385065
Study_16,Site 625,CAN,AMERICA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,9.15936042326795e-254
Study_16,Site 626,CAN,AMERICA,1,Medium,1,Cluster_1_High_Risk_Elevated_DQI,9.346991956510333e-26,0.9999999867450455,1.325495513279243e-08
Study_16,Site 627,CAN,AMERICA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999973497,2.6508129593370098e-12
Study_16,Site 628,CAN,AMERICA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,9.569864211476915e-150
Study_16,Site 629,CAN,AMERICA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999974243,2.5750400896153577e-12
Study_16,Site 630,GRC,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.3365768217698076e-15,1.903087511569195e-24
Study_16,Site 631,GRC,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,6.42262944112297e-66,0.9999999978682919,2.131708235934939e-09
Study_16,Site 632,GRC,EMEA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.647078767966053e-25
Study_16,Site 633,GRC,EMEA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,3.598002476331307e-23
Study_16,Site 634,GRC,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.129534034458473e-217
Study_16,Site 635,GRC,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.936909015668848e-222
Study_16,Site 636,BEL,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.758057697947708e-15,8.178488815420481e-25
Study_16,Site 637,BEL,EMEA,8,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_16,Site 638,BEL,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,0.0
Study_16,Site 639,BEL,EMEA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999996376,3.614934140448195e-13
Study_16,Site 640,BEL,EMEA,5,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.410594598115212e-28
Study_16,Site 641,BEL,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,3.0848442748795114e-31
Study_16,Site 642,FRA,EMEA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,3.7943345866641666e-138
Study_16,Site 643,FRA,EMEA,2,Medium,1,Cluster_1_High_Risk_Elevated_DQI,7.590475572668418e-39,0.9999999961907626,3.809238065410076e-09
Study_16,Site 644,FRA,EMEA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999997105,2.902865547941498e-13
Study_16,Site 645,FRA,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999988072528,1.1927480906655036e-09,1.7446226057255387e-18
Study_16,Site 646,FRA,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,0.0
Study_16,Site 647,FRA,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.6183809564359014e-15,2.7929008564221182e-24
Study_16,Site 648,ESP,EMEA,6,Medium,0,Cluster_0_Low_Risk,0.9999999994694395,5.305602188618747e-10,6.883061788890207e-19
Study_16,Site 649,ESP,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,9.434328654991096e-77
Study_16,Site 650,ESP,EMEA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999988525055,1.1474940973855774e-09
Study_16,Site 651,ESP,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.8663544883631135e-15,5.557437802852042e-25
Study_16,Site 652,ESP,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.1696319703667751e-20
Study_16,Site 653,ESP,EMEA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999856152666,1.4384733748185582e-08
Study_16,Site 654,HRV,EMEA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,8.070010361726685e-43
Study_16,Site 655,HRV,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,8.89974243459571e-15,8.127272632705943e-25
Study_16,Site 656,HRV,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,8.89974243459571e-15,8.127272632705943e-25
Study_16,Site 657,ITA,EMEA,7,High,2,Cluster_2_Average,0.0,5.645945795707342e-19,1.0
Study_16,Site 658,ITA,EMEA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.023835858373109e-83
Study_16,Site 659,ITA,EMEA,2,High,2,Cluster_2_Average,0.0,6.957595856006181e-29,1.0
Study_16,Site 660,ITA,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999822,1.6898662062298438e-14,1.1990861401360177e-23
Study_16,Site 661,ITA,EMEA,8,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_16,Site 662,ITA,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.551092059689619e-169
Study_16,Site 663,ITA,EMEA,2,Medium,1,Cluster_1_High_Risk_Elevated_DQI,1.8089359859409184e-05,0.9999819037150695,6.925071089285273e-09
Study_16,Site 664,CZE,EMEA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,2.533308550934295e-33
Study_16,Site 665,GBR,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,1.2785990806394592e-43,0.9999999931940753,6.805924057532318e-09
Study_16,Site 666,GBR,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999822,1.7588844190367946e-14,5.745439390367133e-24
Study_16,Site 667,GBR,EMEA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,7.781257422768171e-51
Study_16,Site 668,GBR,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.441574868610061e-15,5.182299044120015e-25
Study_16,Site 669,DEU,EMEA,5,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999999343,6.640450193174006e-14
Study_16,Site 670,DEU,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.757682419212176e-15,6.714559173663694e-25
Study_16,Site 671,DEU,EMEA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.2272045505739278e-150
Study_16,Site 672,DEU,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,0.0
Study_16,Site 673,DEU,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999277002098426,7.229978982093833e-05,3.3645040994521086e-13
Study_16,Site 674,DEU,EMEA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,7.695281882356913e-127
Study_16,Site 675,MEX,AMERICA,5,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.2841248418374443e-38
Study_16,Site 676,MEX,AMERICA,7,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999904173471,9.582652324717161e-09
Study_16,Site 677,MEX,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,8.89974243459571e-15,8.127272632705943e-25
Study_16,Site 678,ARG,AMERICA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.769494759053355e-144
Study_16,Site 679,ARG,AMERICA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.229602068612635e-73
Study_16,Site 680,ARG,AMERICA,7,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999998570293438,1.429706559893195e-07
Study_16,Site 681,ARG,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.6183809564359014e-15,2.7929008564221182e-24
Study_16,Site 682,ARG,AMERICA,8,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_16,Site 683,ARG,AMERICA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999980208099,1.9791904735259776e-09
Study_16,Site 684,BRA,AMERICA,8,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,8.632700773303308e-57
Study_16,Site 685,BRA,AMERICA,11,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999188111344,8.118886613178993e-08
Study_16,Site 686,BRA,AMERICA,8,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999933369947845,6.663005215311905e-06
Study_16,Site 687,BRA,AMERICA,6,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999774790675,2.2520933100749664e-08
Study_16,Site 688,BRA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999574,4.174588758089071e-14,1.3378912697029416e-23
Study_16,Site 689,BRA,AMERICA,11,Medium,0,Cluster_0_Low_Risk,0.9999999093599753,9.064002473204201e-08,2.6367434222016516e-16
Study_16,Site 690,BRA,AMERICA,4,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999968841315,3.115869114659892e-09
Study_16,Site 691,MYS,ASIA,6,High,2,Cluster_2_Average,0.0,0.033476125012465906,0.9665238749875338
Study_16,Site 692,MYS,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.92377448977958e-15,7.705356245628007e-25
Study_16,Site 693,MYS,ASIA,2,High,2,Cluster_2_Average,0.00020677753513065463,0.0,0.999793222464871
Study_16,Site 694,MYS,ASIA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,3.324588715140247e-17
Study_16,Site 695,MYS,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999997888181459,2.111818534529619e-07,5.144993488409233e-16
Study_16,Site 696,AUS,ASIA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,6.0346415444930755e-58
Study_16,Site 697,AUS,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999974050198,2.5949795726437114e-09,3.7725913882913414e-18
Study_16,Site 698,AUS,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.999999967140012,3.285998816015324e-08,7.22494373852187e-17
Study_16,Site 699,AUS,ASIA,7,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999674267747,3.2573225805348417e-08
Study_16,Site 700,AUS,ASIA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999999538,4.5592999604070914e-14
Study_16,Site 701,AUS,ASIA,7,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_16,Site 702,AUS,ASIA,8,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.556282414845466e-44
Study_16,Site 703,JPN,ASIA,5,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999977493452,2.2506547540301395e-09
Study_16,Site 704,JPN,ASIA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999987246,1.2751720812069598e-12
Study_16,Site 705,JPN,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.4631948584093e-15,6.8004444506247545e-25
Study_16,Site 706,JPN,ASIA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.879802680131342e-19
Study_16,Site 707,JPN,ASIA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999886635003,1.1336499860429433e-08
Study_16,Site 708,JPN,ASIA,6,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,7.426100840524883e-23
Study_16,Site 709,JPN,ASIA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.123736392409464e-22
Study_16,Site 710,JPN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.059589705533137e-15,5.163411753112407e-25
Study_16,Site 711,JPN,ASIA,14,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999876040047,1.2395995969023128e-08
Study_16,Site 712,JPN,ASIA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999997762554,2.237451185359343e-10
Study_16,Site 713,JPN,ASIA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999892422853,1.07577145089127e-08
Study_16,Site 714,JPN,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,5.25422471942809e-15,5.18014797689982e-25
Study_16,Site 715,JPN,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.590499536239255e-15,4.65847115776174e-25
Study_16,Site 716,JPN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.48962540688216e-15,6.344394032618846e-25
Study_16,Site 717,JPN,ASIA,3,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999981429504,1.8570491198953783e-09
Study_16,Site 718,JPN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.887926263519707e-15,1.6013017044974591e-24
Study_16,Site 719,KOR,ASIA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999869455163,1.305448429496612e-08
Study_16,Site 720,KOR,ASIA,3,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_16,Site 721,KOR,ASIA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999660663056,3.393369490851111e-08
Study_16,Site 722,KOR,ASIA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.5245436268247904e-17
Study_16,Site 723,KOR,ASIA,10,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.999999999896561,1.0343843168453527e-10
Study_16,Site 724,KOR,ASIA,3,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999846110194,1.53889807950615e-08
Study_16,Site 725,KOR,ASIA,11,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.249017532809454e-100
Study_16,Site 726,KOR,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999998259,1.7405110887092e-13,7.020589189778521e-23
Study_16,Site 727,TWN,ASIA,5,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999991357502567,8.642497431166587e-07
Study_16,Site 728,TWN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.3233968352093676e-15,5.190140533151196e-25
Study_16,Site 729,TWN,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999637283,0.0,3.6271656394268105e-11
Study_16,Site 730,TWN,ASIA,2,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.027062865261247075,0.9729371285592445,6.179507966899358e-09
Study_16,Site 731,TWN,ASIA,4,Medium,1,Cluster_1_High_Risk_Elevated_DQI,4.0770676145566285e-06,0.9999959140600513,8.87233466323108e-09
Study_16,Site 732,TWN,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.590281021973413e-15,9.328801021628625e-25
Study_16,Site 733,TWN,ASIA,5,Medium,1,Cluster_1_High_Risk_Elevated_DQI,6.769477991878588e-07,0.9999993154762288,7.575972773296687e-09
Study_16,Site 734,CHN,ASIA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999998158486,1.8415174956871774e-10
Study_16,Site 735,CHN,ASIA,6,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.621563745070181e-30
Study_16,Site 736,CHN,ASIA,7,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999786567051,2.1343295030506625e-08
Study_16,Site 737,CHN,ASIA,7,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999839008035,1.6099195985921357e-08
Study_16,Site 738,CHN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.887926263519707e-15,1.6013017044974591e-24
Study_16,Site 739,CHN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,5.014181734832441e-15,8.118741685270928e-25
Study_16,Site 740,CHN,ASIA,7,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,5.611135542451685e-23
Study_16,Site 741,CHN,ASIA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.8199564220754216e-30
Study_16,Site 742,CHN,ASIA,8,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999999964,2.6945502595896463e-15
Study_16,Site 743,CHN,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.999999999999651,0.0,3.4947985918759256e-13
Study_16,Site 744,CHN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.801038569980452e-15,5.992696771891093e-25
Study_16,Site 745,CHN,ASIA,7,High,2,Cluster_2_Average,0.0,0.0009497827215564773,0.999050217278447
Study_16,Site 746,CHN,ASIA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999994778,5.217390755109207e-13
Study_16,Site 747,CHN,ASIA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999994326192,5.673805600669389e-10
Study_16,Site 748,CHN,ASIA,5,Medium,2,Cluster_2_Average,0.0,4.1213342482494305e-10,0.9999999995878639
Study_16,Site 749,CHN,ASIA,1,Medium,1,Cluster_1_High_Risk_Elevated_DQI,1.2256044755555135e-34,0.9999999901123484,9.887651883130954e-09
Study_16,Site 750,CHN,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9991468257155826,0.0008531742795622742,4.855039912505051e-12
Study_16,Site 751,CHN,ASIA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999995455795,4.544201364946205e-10
Study_16,Site 752,CHN,ASIA,2,Medium,1,Cluster_1_High_Risk_Elevated_DQI,1.333919318166069e-28,0.9999999827192633,1.7280737523656907e-08
Study_16,Site 753,CHN,ASIA,4,High,0,Cluster_0_Low_Risk,0.9999931540720721,0.0,6.845927927859664e-06
Study_16,Site 754,CHN,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.75494985803464e-15,4.968247170055963e-25
Study_16,Site 755,CHN,ASIA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999998976836,1.0231563293553383e-10
Study_16,Site 756,CHN,ASIA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999750035385,2.499646178609311e-08
Study_16,Site 757,TUR,EMEA,11,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_16,Site 758,TUR,EMEA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999867644,1.3235294727872625e-11
Study_16,Site 759,TUR,EMEA,1,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_16,Site 760,TUR,EMEA,5,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999983854053,1.6145938346383187e-09
Study_16,Site 761,IND,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.1090824210223618e-14,7.010537731972666e-24
Study_16,Site 762,IND,ASIA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,4.229136894660522e-61,0.9999999975985432,2.401457348479199e-09
Study_16,Site 763,IND,ASIA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999927951357,7.204865069423931e-09
Study_16,Site 764,IND,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.999999606295668,3.9370433077904566e-07,8.247564350237372e-16
Study_16,Site 765,IND,ASIA,9,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999994647872,5.352134434786529e-10
Study_16,Site 766,IND,ASIA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,2.0603831906945375e-63,0.9999999992943724,7.056270059634279e-10
Study_16,Site 767,IND,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.242922134634295e-15,1.6317336824619388e-24
Study_16,Site 768,IND,ASIA,7,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999995780411892,4.219588114229102e-07
Study_16,Site 769,IND,ASIA,4,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999836071539,1.6392846877928382e-08
Study_16,Site 770,ISR,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.578012444171452e-15,1.0330643446590776e-24
Study_16,Site 771,ISR,EMEA,5,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,2.1406732184763437e-42
Study_16,Site 772,ISR,EMEA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,2.4920030330156343e-294
Study_16,Site 773,ISR,EMEA,5,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9948408656395067,0.005159134360494312
Study_16,Site 774,ISR,EMEA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999767111432,2.3288856247342863e-08
Study_17,Site 14,CAN,AMERICA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.2089433849883435e-38
Study_17,Site 15,CAN,AMERICA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,0.0
Study_17,Site 16,CAN,AMERICA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.37472075256884e-22
Study_17,Site 177,USA,AMERICA,4,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_17,Site 18,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999787,2.188017538708929e-14,9.231563608314332e-25
Study_17,Site 19,USA,AMERICA,7,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999999645,3.5243246076018896e-14
Study_17,Site 325,USA,AMERICA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.2779625609489709e-207
Study_17,Site 327,USA,AMERICA,8,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999993578597285,6.421402706669546e-07
Study_17,Site 466,FRA,EMEA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.1048320454739095e-30
Study_17,Site 469,ISR,EMEA,9,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999548264383,4.5173561747777276e-08
Study_17,Site 7,ESP,EMEA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,2.9800817470545596e-55
Study_17,Site 775,ESP,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,5.440698134914262e-29
Study_17,Site 776,CHE,EMEA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,3.0833445539562e-22
Study_18,Site 2,USA,AMERICA,89,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_18,Site 3,USA,AMERICA,124,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.4744752858932023e-16
Study_19,Site 109,AUS,ASIA,5,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_19,Site 155,TWN,ASIA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,9.584698251062127e-27
Study_19,Site 417,KOR,ASIA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.193842987572679e-91
Study_19,Site 467,AUS,ASIA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,2.1441646851814718e-23
Study_19,Site 468,AUS,ASIA,6,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,8.9218032782925e-22
Study_19,Site 493,ISR,EMEA,3,High,2,Cluster_2_Average,0.0,1.7335174873014867e-50,1.0
Study_19,Site 777,DEU,EMEA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,5.2539066384313645e-25
Study_19,Site 778,ISR,EMEA,3,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,6.257168078319879e-24
Study_19,Site 779,ISR,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,2.7455948361819077e-16
Study_19,Site 780,SGP,ASIA,10,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_19,Site 781,USA,AMERICA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999998455,1.536758738774126e-13
Study_19,Site 782,USA,AMERICA,4,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999999999591,4.093163160812706e-14
Study_19,Site 9,FRA,EMEA,2,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,1.1780321373401194e-40
Study_2,Site 2,CHN,ASIA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999999574,4.112257590968774e-14,1.8733969278914827e-23
Study_2,Site 28,CHN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.2006622926528032e-14,3.4332953113721034e-24
