study,site_id,country,region,subject_count,site_risk_category,cluster_id,cluster_name,prob_cluster_0,prob_cluster_1,prob_cluster_2
Study_25,Site 2193,CHN,ASIA,32,Medium,0,Cluster_0_Low_Risk,1.0,5.156826037097926e-18,1.2400817005355914e-26
Study_25,Site 2194,CHN,ASIA,20,Medium,0,Cluster_0_Low_Risk,1.0,6.662135192573366e-17,3.955685239812506e-26
Study_25,Site 2195,CHN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999858,1.2628836349634164e-14,6.780874577253638e-25
Study_25,Site 2196,CHN,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.389350337950106e-15,7.167961857196574e-25
Study_25,Site 2197,CHN,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.263233023411811e-15,3.5593650136107624e-25
Study_25,Site 2198,CHN,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.849718295670518e-15,8.083218986425235e-25
Study_25,Site 2199,CHN,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.901932327205023e-15,3.4899525305607305e-25
Study_25,Site 2200,CHN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.9561092925339035e-15,5.294442395156632e-25
Study_25,Site 2201,CHN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.8532033866988767e-15,5.56409127088486e-25
Study_25,Site 2202,CHN,ASIA,8,Medium,0,Cluster_0_Low_Risk,1.0,1.7468141287034518e-15,2.1328333418150025e-25
Study_25,Site 2203,CHN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.215082331906134e-15,5.4196282833070855e-25
Study_25,Site 2204,CHN,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.2089153416773466e-14,5.485977059538232e-25
Study_25,Site 2205,CHN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.474184810373602e-15,7.388417200569718e-25
Study_25,Site 2206,DEU,EMEA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.828865724327339e-15,4.8073388208030185e-25
Study_25,Site 2207,DEU,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.368836317490308e-15,3.9680813452436394e-25
Study_25,Site 2208,JPN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.3233968352093676e-15,5.190140533151196e-25
Study_25,Site 2209,JPN,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999991687,8.314814934089614e-13,1.140550398065286e-21
Study_25,Site 2210,JPN,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999858,1.2720462724740318e-14,5.622245244402694e-25
Study_25,Site 2211,MEX,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,9.366597178871242e-15,5.883945344376219e-25
Study_25,Site 2212,TWN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.3233968352093676e-15,5.190140533151196e-25
Study_25,Site 2213,THA,ASIA,9,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.166906009229191e-15,1.762709030307849e-25
Study_25,Site 2214,THA,ASIA,13,Medium,0,Cluster_0_Low_Risk,1.0,5.77213553845919e-16,9.424863280574733e-26
Study_25,Site 2215,THA,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.73353587186714e-15,3.4584024292189445e-25
Study_25,Site 2216,THA,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.872293738775122e-15,3.3102952776451668e-25
Study_25,Site 2217,THA,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.539241010533354e-15,4.173730414377028e-25
Study_25,Site 2218,TUR,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.999999967892404,3.2107595813959466e-08,5.5006447737913045e-17
Study_25,Site 2219,TUR,EMEA,26,Medium,0,Cluster_0_Low_Risk,1.0,3.342957981982895e-16,2.6650667174954267e-25
Study_25,Site 2220,TUR,EMEA,14,Medium,0,Cluster_0_Low_Risk,1.0,3.82259274652464e-16,8.068498613161714e-26
Study_25,Site 2221,TUR,EMEA,30,Medium,0,Cluster_0_Low_Risk,1.0,5.966157767696666e-18,1.6100365126128546e-26
Study_25,Site 2222,TUR,EMEA,9,Medium,0,Cluster_0_Low_Risk,0.9999999999999822,1.8026600871993932e-14,3.685118965930453e-24
Study_25,Site 2223,TUR,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.332889453098157e-15,5.373026457468939e-25
Study_25,Site 2224,TUR,EMEA,18,Medium,0,Cluster_0_Low_Risk,1.0,3.4436971525043505e-16,5.350049606127506e-25
Study_25,Site 2225,TUR,EMEA,8,Medium,1,Cluster_1_High_Risk_Elevated_DQI,0.0,0.9999999961165891,3.883410560983768e-09
Study_25,Site 2226,TUR,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999895817044,1.0418296338746e-08,3.209965980365878e-17
Study_25,Site 2227,GBR,EMEA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,9.192791087986162e-15,4.87809436192992e-25
Study_25,Site 2228,GBR,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.731952289416123e-15,4.739467366934379e-25
Study_25,Site 2229,GBR,EMEA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.7678906583069805e-15,4.577350784253652e-25
Study_25,Site 2230,GBR,EMEA,6,Medium,0,Cluster_0_Low_Risk,0.9999999999997939,2.0493141421876347e-13,9.053422867737437e-23
Study_25,Site 2231,GBR,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.4836218609206564e-15,3.222487917154118e-25
Study_25,Site 2232,USA,AMERICA,17,Medium,0,Cluster_0_Low_Risk,1.0,1.284316697445301e-16,7.181252928050955e-26
Study_25,Site 2233,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999822,1.8706485074377304e-14,4.794090881423122e-24
Study_25,Site 2234,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.166050074924259e-14,6.513332430773413e-25
Study_25,Site 2235,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.801038569980452e-15,5.992696771891093e-25
Study_25,Site 2236,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.533114335120838e-15,1.3646756114422854e-24
Study_25,Site 2237,USA,AMERICA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.4836218609206564e-15,3.222487917154118e-25
Study_25,Site 2238,USA,AMERICA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.3453299922935625e-15,2.1778446294559752e-25
Study_25,Site 2239,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.3233968352093676e-15,5.190140533151196e-25
Study_25,Site 2240,USA,AMERICA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.3091686233170464e-15,2.594650550659999e-25
Study_25,Site 2241,USA,AMERICA,6,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.903671028281881e-15,2.8424144442312955e-25
Study_25,Site 2242,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.080284739322291e-14,6.276336818562454e-25
Study_25,Site 2243,USA,AMERICA,9,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.573301415581495e-15,1.8835583264353138e-25
Study_25,Site 2244,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.362370021526113e-15,6.802990280676712e-25
Study_25,Site 2245,USA,AMERICA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.901932327205023e-15,3.4899525305607305e-25
Study_25,Site 2246,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.828865724327339e-15,4.8073388208030185e-25
Study_25,Site 2247,USA,AMERICA,10,Medium,0,Cluster_0_Low_Risk,1.0,9.49919458738883e-16,1.6300832394141538e-25
Study_25,Site 2248,USA,AMERICA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.81378169741227e-15,3.886607311245519e-25
Study_25,Site 2249,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.474184810373602e-15,7.388417200569718e-25
Study_25,Site 2250,USA,AMERICA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.5450607894703662e-15,2.3648384925956598e-25
Study_25,Site 2251,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.8072985141050485e-15,5.689858056466121e-25
Study_25,Site 2252,USA,AMERICA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999751,2.4060222471295108e-14,4.935567683170569e-24
Study_25,Site 2253,USA,AMERICA,6,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.8095006894692234e-15,3.2415814950468346e-25
Study_25,Site 2254,ZAF,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999991118,8.892547704171079e-13,5.285987097731128e-22
Study_25,Site 29,ARG,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.395001772416547e-15,4.833986670174786e-25
Study_25,Site 3,ARG,AMERICA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.780470831027921e-15,2.4120399880620864e-25
Study_25,Site 30,ARG,AMERICA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999999503,4.858905082244285e-14,1.4161713867556563e-23
Study_25,Site 31,ARG,AMERICA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,7.906665560995301e-16
Study_25,Site 323,VNM,ASIA,6,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.0221829616995334e-15,3.367063117554418e-25
Study_25,Site 351,SWE,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.0106702248898818e-14,4.478446333028903e-25
Study_25,Site 353,ISR,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,5.298525980533688e-15,3.8596668878476925e-25
Study_25,Site 360,FRA,EMEA,3,Medium,0,Cluster_0_Low_Risk,0.9999999998727525,1.2724737797408415e-10,1.8521967428712517e-19
Study_25,Site 361,FRA,EMEA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.3703979528702845e-15,9.62573170045808e-25
Study_25,Site 362,FRA,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.423095081859257e-15,2.0614126169348637e-24
Study_25,Site 417,DEU,EMEA,8,Medium,0,Cluster_0_Low_Risk,0.999999999999968,3.33554574293501e-14,9.542294821136112e-24
Study_25,Site 419,DEU,EMEA,13,Medium,0,Cluster_0_Low_Risk,0.9999999999998046,1.9436581688639625e-13,2.2105742624048923e-22
Study_25,Site 420,DEU,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999858,1.4964324822103536e-14,7.420053537111434e-25
Study_25,Site 422,DEU,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.494539863177849e-15,3.848538997518634e-25
Study_25,Site 423,DEU,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.826438609456852e-15,5.1532340175568555e-25
Study_25,Site 424,DEU,EMEA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.180431011553205e-15,4.688793307698197e-25
Study_25,Site 464,ITA,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999998508,1.4753073927287267e-13,5.642433571312466e-23
Study_25,Site 466,AUS,ASIA,6,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.2272116957637585e-15,4.386295061765299e-25
Study_25,Site 467,AUS,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.9603292682671184e-15,3.8098049489588014e-25
Study_25,Site 468,AUS,ASIA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.6183809564359014e-15,2.7929008564221182e-24
Study_25,Site 469,BRA,AMERICA,13,Medium,0,Cluster_0_Low_Risk,1.0,4.115088923498723e-16,9.708773858869655e-26
Study_25,Site 47,AUS,ASIA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.1986076599012635e-15,1.9354896441000919e-25
Study_25,Site 475,CZE,EMEA,15,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.878886369534455e-15,1.044993219703514e-24
Study_25,Site 479,DNK,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.655166637290346e-15,1.7806779798486866e-24
Study_25,Site 48,BEL,EMEA,11,Medium,0,Cluster_0_Low_Risk,1.0,7.146662743876401e-16,1.3500045610274557e-25
Study_25,Site 480,DNK,EMEA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,1.861007545003904e-15,1.9895980217579047e-25
Study_25,Site 49,BEL,EMEA,6,Medium,0,Cluster_0_Low_Risk,0.9999999999940101,5.988815383757033e-12,4.900018064841915e-21
Study_25,Site 5,CAN,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.549884983370697e-15,1.3833543882244154e-24
Study_25,Site 50,BEL,EMEA,10,Medium,0,Cluster_0_Low_Risk,1.0,1.6522277541297662e-15,1.5258624223347469e-25
Study_25,Site 504,DEU,EMEA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.362104204248829e-15,5.260626408722529e-25
Study_25,Site 507,DEU,EMEA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.6621328544233928e-15,2.0083725516562606e-25
Study_25,Site 508,DEU,EMEA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999996732,3.257425322165368e-13,1.7543361314676371e-22
Study_25,Site 509,IND,ASIA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999751,2.3342924395172952e-14,4.35645456457877e-24
Study_25,Site 510,IND,ASIA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.0217627310049416e-15,1.938663112451868e-25
Study_25,Site 512,ISR,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.362370021526113e-15,6.802990280676712e-25
Study_25,Site 518,MYS,ASIA,12,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.337911984432125e-15,1.7443077863423545e-24
Study_25,Site 521,NOR,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.9092230839658215e-15,4.066013775958586e-25
Study_25,Site 525,RUS,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.16160119177939e-15,3.3183949648263977e-25
Study_25,Site 526,RUS,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.575150861384678e-15,3.822537309244571e-25
Study_25,Site 529,ESP,EMEA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.231787338062204e-15,5.5869254416755305e-25
Study_25,Site 530,ESP,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.84611968837859e-15,3.807767031893745e-25
Study_25,Site 567,DEU,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.5240698848332576e-15,3.2610311033565635e-25
Study_25,Site 575,KOR,ASIA,9,Medium,0,Cluster_0_Low_Risk,1.0,1.4837000889878343e-15,1.6573198852580937e-25
Study_25,Site 586,SWE,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.0383872587047363e-15,1.0298347251679357e-24
Study_25,Site 588,TWN,ASIA,10,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,1.830923907282231e-15,1.586953563048011e-25
Study_25,Site 589,TWN,ASIA,19,Medium,0,Cluster_0_Low_Risk,1.0,1.2132524017911352e-16,4.571372103327741e-26
Study_25,Site 590,TWN,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.84611968837859e-15,3.807767031893745e-25
Study_25,Site 592,TWN,ASIA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.077528100352101e-15,2.292244192717694e-25
Study_25,Site 598,SGP,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.0357905201038874e-15,3.4125817932780065e-25
Study_25,Site 6,CAN,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.362370021526113e-15,6.802990280676712e-25
Study_25,Site 61,CHN,ASIA,21,Medium,0,Cluster_0_Low_Risk,1.0,8.801102092596828e-16,4.901854846757794e-25
Study_25,Site 62,CHN,ASIA,10,Medium,0,Cluster_0_Low_Risk,1.0,9.465664059726026e-16,1.6649966595862588e-25
Study_25,Site 63,CHN,ASIA,23,Medium,0,Cluster_0_Low_Risk,1.0,2.879156817442219e-17,3.1016971163006484e-26
Study_25,Site 65,CHN,ASIA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.4321640011214196e-15,1.9637819802772008e-25
Study_25,Site 66,CHN,ASIA,10,Medium,0,Cluster_0_Low_Risk,1.0,1.3808199278541317e-15,1.445633029689821e-25
Study_25,Site 67,CHN,ASIA,17,Medium,0,Cluster_0_Low_Risk,1.0,1.5393849876657002e-16,5.53033298273737e-26
Study_25,Site 68,CHN,ASIA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.4030033853708762e-15,1.9590550310644562e-25
Study_25,Site 69,CHN,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,5.089739877690548e-15,6.281285122525708e-25
Study_25,Site 7,COL,AMERICA,16,Medium,0,Cluster_0_Low_Risk,1.0,1.731170797010482e-16,6.766053127796623e-26
Study_25,Site 70,CHN,ASIA,18,Medium,0,Cluster_0_Low_Risk,1.0,1.3145567076065206e-16,4.9287151760039566e-26
Study_25,Site 71,CHN,ASIA,12,Medium,0,Cluster_0_Low_Risk,1.0,5.273050643462302e-16,1.2010244671747112e-25
Study_25,Site 72,CHN,ASIA,10,Medium,0,Cluster_0_Low_Risk,1.0,1.0962401403458262e-15,1.4228057245931075e-25
Study_25,Site 73,CHN,ASIA,6,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.0497908473535244e-15,3.6216837244545377e-25
Study_25,Site 75,CHN,ASIA,12,Medium,0,Cluster_0_Low_Risk,1.0,7.702158431411655e-16,1.0819525632650097e-25
Study_25,Site 776,DNK,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,5.060631216445878e-15,7.863203142546506e-25
Study_25,Site 777,DNK,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,5.298525980533688e-15,3.8596668878476925e-25
Study_25,Site 778,FIN,EMEA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.887926263519707e-15,1.6013017044974591e-24
Study_25,Site 780,ISR,EMEA,10,Medium,0,Cluster_0_Low_Risk,1.0,1.2905229065625045e-15,1.426450423761507e-25
Study_25,Site 781,KOR,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,5.98210775978529e-15,8.798385884606761e-25
Study_25,Site 783,KOR,ASIA,9,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,1.9820382296748107e-15,1.7136863361001991e-25
Study_25,Site 784,KOR,ASIA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,1.8961423052582254e-15,1.9712216782451376e-25
Study_25,Site 785,KOR,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.492088478801206e-15,4.744331528179946e-25
Study_25,Site 79,COL,AMERICA,20,Medium,0,Cluster_0_Low_Risk,1.0,8.760512801568749e-17,4.0095909344031403e-26
Study_25,Site 801,DEU,EMEA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.010352287473871e-15,3.4409313143165797e-25
Study_25,Site 806,IND,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.32983248382802e-15,3.7725442823178835e-25
Study_25,Site 846,JPN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.92377448977958e-15,7.705356245628007e-25
Study_25,Site 847,JPN,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,9.366597178871242e-15,5.883945344376219e-25
Study_25,Site 848,JPN,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.5414239251553634e-15,3.2155736051474635e-25
Study_25,Site 852,JPN,ASIA,10,Medium,0,Cluster_0_Low_Risk,1.0,9.456227212352233e-16,1.795638684819833e-25
Study_25,Site 854,JPN,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,8.180431011553205e-15,4.688793307698197e-25
Study_25,Site 857,JPN,ASIA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999858,1.4953278986834257e-14,6.103398874377515e-25
Study_25,Site 859,KOR,ASIA,9,Medium,0,Cluster_0_Low_Risk,1.0,1.6070255670755291e-15,1.6497046778410184e-25
Study_25,Site 860,KOR,ASIA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.1588441870496656e-15,2.3017821030172295e-25
Study_25,Site 861,KOR,ASIA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.99629449197792e-15,3.9900141660065486e-25
Study_25,Site 862,KOR,ASIA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999538,4.480722908882282e-14,1.878584337544984e-23
Study_25,Site 863,KOR,ASIA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.659990836110708e-15,3.6375773076748924e-25
Study_25,Site 873,NOR,EMEA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.988087269272391e-15,3.910457752794224e-25
Study_25,Site 923,USA,AMERICA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.093785107785035e-15,3.361725310368451e-25
Study_25,Site 924,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,6.745899520504564e-15,4.500994108192062e-25
Study_25,Site 926,USA,AMERICA,9,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,2.1961523494047476e-15,1.7709414407582174e-25
Study_25,Site 929,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.801038569980452e-15,5.992696771891093e-25
Study_25,Site 932,USA,AMERICA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999999112,8.955970050066045e-14,2.820808167754051e-23
Study_25,Site 933,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.0011256310865097e-14,5.044154874544691e-25
Study_25,Site 937,USA,AMERICA,7,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,3.0389152768936623e-15,2.288383806800732e-25
Study_25,Site 939,USA,AMERICA,4,Medium,0,Cluster_0_Low_Risk,0.9999999999997904,2.0885462759748786e-13,9.261189076802224e-23
Study_25,Site 941,USA,AMERICA,3,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.378595097077442e-15,4.564716789832909e-25
Study_25,Site 942,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999929,7.474184810373602e-15,7.388417200569718e-25
Study_25,Site 943,USA,AMERICA,10,Medium,0,Cluster_0_Low_Risk,1.0,9.534960516268106e-16,1.6054767168987876e-25
Study_25,Site 945,USA,AMERICA,8,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,1.867698069374314e-15,1.9856240289296786e-25
Study_25,Site 954,USA,AMERICA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999995524,4.459702813476932e-13,2.3002582280216567e-22
Study_25,Site 955,USA,AMERICA,1,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,4.25594861621953e-15,5.733189752716916e-25
Study_25,Site 958,USA,AMERICA,2,Medium,0,Cluster_0_Low_Risk,0.9999999999999893,1.080284739322291e-14,6.276336818562454e-25
Study_25,Site 995,CHL,AMERICA,5,Medium,0,Cluster_0_Low_Risk,0.9999999999981171,1.8820524668937837e-12,1.2761651760969569e-21
Study_4,Site 1,KOR,ASIA,24,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.543580913385263e-19
Study_4,Site 10,AUT,EMEA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.469560937639144e-18
Study_4,Site 108,TWN,ASIA,27,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7777681980310237e-16
Study_4,Site 109,SGP,ASIA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.324826469606455e-19
Study_4,Site 11,NLD,EMEA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.930821051293745e-18
Study_4,Site 110,AUT,EMEA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_4,Site 111,BEL,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 112,BEL,EMEA,13,Low,0,Cluster_0_Low_Risk,0.9999999999789164,0.0,2.1083238942330795e-11
Study_4,Site 113,DNK,EMEA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_4,Site 114,FRA,EMEA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.418049681319656e-18
Study_4,Site 115,FRA,EMEA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.0935211274213705e-18
Study_4,Site 116,FRA,EMEA,39,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.1618571654721795e-19
Study_4,Site 117,FRA,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1426932726221273e-17
Study_4,Site 118,FRA,EMEA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.216736511065252e-18
Study_4,Site 119,FRA,EMEA,11,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_4,Site 120,FRA,EMEA,17,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.107158595616862e-19
Study_4,Site 121,FRA,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.383305429752128e-19
Study_4,Site 122,FRA,EMEA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_4,Site 123,FRA,EMEA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 124,DEU,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.871457484360128e-19
Study_4,Site 125,DEU,EMEA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.036977326338066e-18
Study_4,Site 126,DEU,EMEA,26,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.0016606040380196e-19
Study_4,Site 127,DEU,EMEA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_4,Site 128,DEU,EMEA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 129,DEU,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_4,Site 13,CAN,AMERICA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.285675540399621e-19
Study_4,Site 130,NLD,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.383305429752128e-19
Study_4,Site 131,NLD,EMEA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_4,Site 132,NLD,EMEA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_4,Site 133,POL,EMEA,24,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.6248191816212035e-18
Study_4,Site 134,POL,EMEA,6,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_4,Site 135,POL,EMEA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8204379270000825e-19
Study_4,Site 136,ESP,EMEA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.026855590002426e-18
Study_4,Site 137,ESP,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.8002411641184585e-18
